Diagnostic Test Type ,Surveillance Year,Week ending Code ,Week ending Date,HHS region ,RSV Detections,RSV Tests,Outlier
Antigen,1819,1919,11MAY2019,9,4,155,0
Antigen,1819,1920,18MAY2019,9,4,149,0
Antigen,1819,1921,25MAY2019,9,2,164,0
Antigen,1819,1922,01JUN2019,9,7,163,0
Antigen,1819,1923,08JUN2019,9,5,157,0
Antigen,1819,1924,15JUN2019,9,9,144,0
Antigen,1819,1925,22JUN2019,9,2,116,0
Antigen,1819,1926,29JUN2019,9,3,109,0
Antigen,1920,1927,06JUL2019,1,0,5,0
Antigen,1920,1928,13JUL2019,1,0,5,0
Antigen,1920,1929,20JUL2019,1,0,3,0
Antigen,1920,1930,27JUL2019,1,0,6,0
Antigen,1920,1931,03AUG2019,1,0,2,0
Antigen,1920,1932,10AUG2019,1,0,2,0
Antigen,1920,1933,17AUG2019,1,0,3,0
Antigen,1920,1934,24AUG2019,1,0,5,0
Antigen,1920,1935,31AUG2019,1,0,1,0
Antigen,1920,1936,07SEP2019,1,0,2,0
Antigen,1920,1937,14SEP2019,1,0,5,0
Antigen,1920,1938,21SEP2019,1,0,10,0
Antigen,1920,1939,28SEP2019,1,0,10,0
Antigen,1920,1940,05OCT2019,1,0,5,0
Antigen,1920,1941,12OCT2019,1,0,10,0
Antigen,1920,1942,19OCT2019,1,0,8,0
Antigen,1920,1943,26OCT2019,1,0,11,0
Antigen,1920,1944,02NOV2019,1,2,12,0
Antigen,1920,1945,09NOV2019,1,1,15,0
Antigen,1920,1946,16NOV2019,1,4,13,0
Antigen,1920,1947,23NOV2019,1,3,15,0
Antigen,1920,1948,30NOV2019,1,1,8,0
Antigen,1920,1949,07DEC2019,1,0,20,0
Antigen,1920,1950,14DEC2019,1,4,20,0
Antigen,1920,1951,21DEC2019,1,4,27,0
Antigen,1920,1952,28DEC2019,1,4,20,0
Antigen,1920,2001,04JAN2020,1,3,24,0
Antigen,1920,2002,11JAN2020,1,2,53,0
Antigen,1920,2003,18JAN2020,1,3,86,0
Antigen,1920,2004,25JAN2020,1,4,79,0
Antigen,1920,2005,01FEB2020,1,3,89,0
Antigen,1920,2006,08FEB2020,1,4,95,0
Antigen,1920,2007,15FEB2020,1,7,111,1
Antigen,1920,2008,22FEB2020,1,2,56,0
Antigen,1920,2009,29FEB2020,1,0,35,0
Antigen,1920,2010,07MAR2020,1,2,30,0
Antigen,1920,2011,14MAR2020,1,1,13,0
Antigen,1920,2012,21MAR2020,1,0,0,0
Antigen,1920,2013,28MAR2020,1,0,0,0
Antigen,1920,2014,04APR2020,1,0,0,0
Antigen,1920,2015,11APR2020,1,0,0,0
Antigen,1920,2016,18APR2020,1,0,0,0
Antigen,1920,2017,25APR2020,1,0,0,0
Antigen,1920,2018,02MAY2020,1,0,0,0
Antigen,1920,2019,09MAY2020,1,0,0,0
Antigen,1920,2020,16MAY2020,1,0,0,0
Antigen,1920,2021,23MAY2020,1,0,0,0
Antigen,1920,2022,30MAY2020,1,0,0,0
Antigen,1920,2023,06JUN2020,1,0,0,0
Antigen,1920,2024,13JUN2020,1,0,0,0
Antigen,1920,2025,20JUN2020,1,0,0,0
Antigen,1920,2026,27JUN2020,1,0,0,0
Antigen,1920,1927,06JUL2019,10,0,55,0
Antigen,1920,1928,13JUL2019,10,0,21,0
Antigen,1920,1929,20JUL2019,10,0,43,0
Antigen,1920,1930,27JUL2019,10,0,20,0
Antigen,1920,1931,03AUG2019,10,0,34,0
Antigen,1920,1932,10AUG2019,10,0,32,0
Antigen,1920,1933,17AUG2019,10,0,59,0
Antigen,1920,1934,24AUG2019,10,0,38,0
Antigen,1920,1935,31AUG2019,10,0,36,0
Antigen,1920,1936,07SEP2019,10,0,43,0
Antigen,1920,1937,14SEP2019,10,0,63,0
Antigen,1920,1938,21SEP2019,10,0,94,0
Antigen,1920,1939,28SEP2019,10,0,121,0
Antigen,1920,1940,05OCT2019,10,0,112,0
Antigen,1920,1941,12OCT2019,10,0,210,0
Antigen,1920,1942,19OCT2019,10,3,174,0
Antigen,1920,1943,26OCT2019,10,1,166,0
Antigen,1920,1944,02NOV2019,10,0,161,0
Antigen,1920,1945,09NOV2019,10,2,218,0
Antigen,1920,1946,16NOV2019,10,5,232,0
Antigen,1920,1947,23NOV2019,10,11,238,0
Antigen,1920,1948,30NOV2019,10,11,183,0
Antigen,1920,1949,07DEC2019,10,17,317,0
Antigen,1920,1950,14DEC2019,10,29,360,0
Antigen,1920,1951,21DEC2019,10,54,621,0
Antigen,1920,1952,28DEC2019,10,54,693,0
Antigen,1920,2001,04JAN2020,10,91,799,1
Antigen,1920,2002,11JAN2020,10,46,477,0
Antigen,1920,2003,18JAN2020,10,39,421,0
Antigen,1920,2004,25JAN2020,10,47,410,0
Antigen,1920,2005,01FEB2020,10,39,446,0
Antigen,1920,2006,08FEB2020,10,38,334,0
Antigen,1920,2007,15FEB2020,10,24,285,0
Antigen,1920,2008,22FEB2020,10,27,286,0
Antigen,1920,2009,29FEB2020,10,39,333,0
Antigen,1920,2010,07MAR2020,10,30,389,0
Antigen,1920,2011,14MAR2020,10,27,592,0
Antigen,1920,2012,21MAR2020,10,15,502,0
Antigen,1920,2013,28MAR2020,10,13,383,0
Antigen,1920,2014,04APR2020,10,1,220,0
Antigen,1920,2015,11APR2020,10,1,140,0
Antigen,1920,2016,18APR2020,10,0,89,0
Antigen,1920,2017,25APR2020,10,0,101,0
Antigen,1920,2018,02MAY2020,10,0,69,0
Antigen,1920,2019,09MAY2020,10,0,75,0
Antigen,1920,2020,16MAY2020,10,0,88,0
Antigen,1920,2021,23MAY2020,10,0,73,0
Antigen,1920,2022,30MAY2020,10,0,54,0
Antigen,1920,2023,06JUN2020,10,0,49,0
Antigen,1920,2024,13JUN2020,10,0,55,0
Antigen,1920,2025,20JUN2020,10,0,54,0
Antigen,1920,2026,27JUN2020,10,0,44,0
Antigen,1920,1927,06JUL2019,2,1,1,0
Antigen,1920,1928,13JUL2019,2,0,1,0
Antigen,1920,1929,20JUL2019,2,0,1,0
Antigen,1920,1930,27JUL2019,2,0,1,0
Antigen,1920,1931,03AUG2019,2,0,0,0
Antigen,1920,1932,10AUG2019,2,0,1,0
Antigen,1920,1933,17AUG2019,2,1,3,0
Antigen,1920,1934,24AUG2019,2,0,2,0
Antigen,1920,1935,31AUG2019,2,0,1,0
Antigen,1920,1936,07SEP2019,2,0,2,0
Antigen,1920,1937,14SEP2019,2,0,7,0
Antigen,1920,1938,21SEP2019,2,1,9,0
Antigen,1920,1939,28SEP2019,2,0,7,0
Antigen,1920,1940,05OCT2019,2,1,8,0
Antigen,1920,1941,12OCT2019,2,2,16,0
Antigen,1920,1942,19OCT2019,2,2,15,0
Antigen,1920,1943,26OCT2019,2,5,31,0
Antigen,1920,1944,02NOV2019,2,4,24,0
Antigen,1920,1945,09NOV2019,2,8,29,0
Antigen,1920,1946,16NOV2019,2,11,38,0
Antigen,1920,1947,23NOV2019,2,12,41,0
Antigen,1920,1948,30NOV2019,2,12,45,0
Antigen,1920,1949,07DEC2019,2,14,40,0
Antigen,1920,1950,14DEC2019,2,23,56,0
Antigen,1920,1951,21DEC2019,2,21,61,0
Antigen,1920,1952,28DEC2019,2,23,68,0
Antigen,1920,2001,04JAN2020,2,22,70,0
Antigen,1920,2002,11JAN2020,2,17,65,0
Antigen,1920,2003,18JAN2020,2,8,61,0
Antigen,1920,2004,25JAN2020,2,5,45,0
Antigen,1920,2005,01FEB2020,2,11,64,0
Antigen,1920,2006,08FEB2020,2,3,42,0
Antigen,1920,2007,15FEB2020,2,5,44,0
Antigen,1920,2008,22FEB2020,2,4,38,0
Antigen,1920,2009,29FEB2020,2,1,29,0
Antigen,1920,2010,07MAR2020,2,3,37,0
Antigen,1920,2011,14MAR2020,2,1,21,0
Antigen,1920,2012,21MAR2020,2,1,9,0
Antigen,1920,2013,28MAR2020,2,1,9,0
Antigen,1920,2014,04APR2020,2,0,3,0
Antigen,1920,2015,11APR2020,2,0,1,0
Antigen,1920,2016,18APR2020,2,0,1,0
Antigen,1920,2017,25APR2020,2,0,0,0
Antigen,1920,2018,02MAY2020,2,0,0,0
Antigen,1920,2019,09MAY2020,2,0,1,0
Antigen,1920,2020,16MAY2020,2,0,0,0
Antigen,1920,2021,23MAY2020,2,0,0,0
Antigen,1920,2022,30MAY2020,2,0,0,0
Antigen,1920,2023,06JUN2020,2,0,0,0
Antigen,1920,2024,13JUN2020,2,0,0,0
Antigen,1920,2025,20JUN2020,2,0,0,0
Antigen,1920,2026,27JUN2020,2,0,0,0
Antigen,1920,1927,06JUL2019,3,0,12,0
Antigen,1920,1928,13JUL2019,3,0,26,0
Antigen,1920,1929,20JUL2019,3,1,22,0
Antigen,1920,1930,27JUL2019,3,0,22,0
Antigen,1920,1931,03AUG2019,3,0,19,0
Antigen,1920,1932,10AUG2019,3,0,21,0
Antigen,1920,1933,17AUG2019,3,0,14,0
Antigen,1920,1934,24AUG2019,3,0,21,0
Antigen,1920,1935,31AUG2019,3,0,37,0
Antigen,1920,1936,07SEP2019,3,1,60,0
Antigen,1920,1937,14SEP2019,3,3,43,0
Antigen,1920,1938,21SEP2019,3,0,51,0
Antigen,1920,1939,28SEP2019,3,0,45,0
Antigen,1920,1940,05OCT2019,3,3,61,0
Antigen,1920,1941,12OCT2019,3,3,52,0
Antigen,1920,1942,19OCT2019,3,6,57,0
Antigen,1920,1943,26OCT2019,3,6,67,0
Antigen,1920,1944,02NOV2019,3,16,85,0
Antigen,1920,1945,09NOV2019,3,23,104,0
Antigen,1920,1946,16NOV2019,3,31,128,0
Antigen,1920,1947,23NOV2019,3,44,149,0
Antigen,1920,1948,30NOV2019,3,42,158,0
Antigen,1920,1949,07DEC2019,3,25,159,0
Antigen,1920,1950,14DEC2019,3,45,178,0
Antigen,1920,1951,21DEC2019,3,47,225,0
Antigen,1920,1952,28DEC2019,3,56,269,0
Antigen,1920,2001,04JAN2020,3,44,247,0
Antigen,1920,2002,11JAN2020,3,31,165,0
Antigen,1920,2003,18JAN2020,3,25,174,0
Antigen,1920,2004,25JAN2020,3,18,194,0
Antigen,1920,2005,01FEB2020,3,21,189,0
Antigen,1920,2006,08FEB2020,3,16,161,0
Antigen,1920,2007,15FEB2020,3,10,168,0
Antigen,1920,2008,22FEB2020,3,6,145,0
Antigen,1920,2009,29FEB2020,3,9,120,0
Antigen,1920,2010,07MAR2020,3,9,152,0
Antigen,1920,2011,14MAR2020,3,8,166,0
Antigen,1920,2012,21MAR2020,3,7,133,0
Antigen,1920,2013,28MAR2020,3,2,42,0
Antigen,1920,2014,04APR2020,3,1,32,0
Antigen,1920,2015,11APR2020,3,0,25,0
Antigen,1920,2016,18APR2020,3,2,15,0
Antigen,1920,2017,25APR2020,3,0,18,0
Antigen,1920,2018,02MAY2020,3,0,15,0
Antigen,1920,2019,09MAY2020,3,0,14,0
Antigen,1920,2020,16MAY2020,3,0,10,0
Antigen,1920,2021,23MAY2020,3,0,14,0
Antigen,1920,2022,30MAY2020,3,0,5,0
Antigen,1920,2023,06JUN2020,3,0,6,0
Antigen,1920,2024,13JUN2020,3,0,2,0
Antigen,1920,2025,20JUN2020,3,0,6,0
Antigen,1920,2026,27JUN2020,3,0,6,0
Antigen,1920,1927,06JUL2019,4,26,279,0
Antigen,1920,1928,13JUL2019,4,21,239,0
Antigen,1920,1929,20JUL2019,4,27,272,0
Antigen,1920,1930,27JUL2019,4,25,270,0
Antigen,1920,1931,03AUG2019,4,22,230,0
Antigen,1920,1932,10AUG2019,4,24,271,0
Antigen,1920,1933,17AUG2019,4,37,333,0
Antigen,1920,1934,24AUG2019,4,48,390,0
Antigen,1920,1935,31AUG2019,4,43,441,0
Antigen,1920,1936,07SEP2019,4,61,447,0
Antigen,1920,1937,14SEP2019,4,44,488,0
Antigen,1920,1938,21SEP2019,4,64,458,0
Antigen,1920,1939,28SEP2019,4,92,537,0
Antigen,1920,1940,05OCT2019,4,133,606,0
Antigen,1920,1941,12OCT2019,4,121,691,0
Antigen,1920,1942,19OCT2019,4,123,569,0
Antigen,1920,1943,26OCT2019,4,150,687,0
Antigen,1920,1944,02NOV2019,4,227,769,0
Antigen,1920,1945,09NOV2019,4,245,952,0
Antigen,1920,1946,16NOV2019,4,293,1062,0
Antigen,1920,1947,23NOV2019,4,298,1163,0
Antigen,1920,1948,30NOV2019,4,342,1220,0
Antigen,1920,1949,07DEC2019,4,252,1129,0
Antigen,1920,1950,14DEC2019,4,214,1127,0
Antigen,1920,1951,21DEC2019,4,196,1211,0
Antigen,1920,1952,28DEC2019,4,199,1297,0
Antigen,1920,2001,04JAN2020,4,169,1001,0
Antigen,1920,2002,11JAN2020,4,93,797,0
Antigen,1920,2003,18JAN2020,4,87,734,0
Antigen,1920,2004,25JAN2020,4,53,708,0
Antigen,1920,2005,01FEB2020,4,77,733,0
Antigen,1920,2006,08FEB2020,4,63,872,0
Antigen,1920,2007,15FEB2020,4,47,813,0
Antigen,1920,2008,22FEB2020,4,35,722,0
Antigen,1920,2009,29FEB2020,4,47,662,0
Antigen,1920,2010,07MAR2020,4,31,706,0
Antigen,1920,2011,14MAR2020,4,40,853,0
Antigen,1920,2012,21MAR2020,4,28,995,0
Antigen,1920,2013,28MAR2020,4,12,542,0
Antigen,1920,2014,04APR2020,4,4,338,0
Antigen,1920,2015,11APR2020,4,3,267,0
Antigen,1920,2016,18APR2020,4,3,296,0
Antigen,1920,2017,25APR2020,4,0,181,0
Antigen,1920,2018,02MAY2020,4,0,180,0
Antigen,1920,2019,09MAY2020,4,0,184,0
Antigen,1920,2020,16MAY2020,4,1,58,0
Antigen,1920,2021,23MAY2020,4,0,49,0
Antigen,1920,2022,30MAY2020,4,0,59,0
Antigen,1920,2023,06JUN2020,4,0,60,0
Antigen,1920,2024,13JUN2020,4,0,39,0
Antigen,1920,2025,20JUN2020,4,1,56,0
Antigen,1920,2026,27JUN2020,4,0,51,0
Antigen,1920,1927,06JUL2019,5,3,36,0
Antigen,1920,1928,13JUL2019,5,0,42,0
Antigen,1920,1929,20JUL2019,5,4,45,0
Antigen,1920,1930,27JUL2019,5,1,31,0
Antigen,1920,1931,03AUG2019,5,4,49,0
Antigen,1920,1932,10AUG2019,5,5,62,0
Antigen,1920,1933,17AUG2019,5,5,51,0
Antigen,1920,1934,24AUG2019,5,0,29,0
Antigen,1920,1935,31AUG2019,5,4,63,0
Antigen,1920,1936,07SEP2019,5,7,93,0
Antigen,1920,1937,14SEP2019,5,7,94,0
Antigen,1920,1938,21SEP2019,5,2,52,0
Antigen,1920,1939,28SEP2019,5,12,112,0
Antigen,1920,1940,05OCT2019,5,12,110,0
Antigen,1920,1941,12OCT2019,5,16,113,0
Antigen,1920,1942,19OCT2019,5,11,82,0
Antigen,1920,1943,26OCT2019,5,33,171,0
Antigen,1920,1944,02NOV2019,5,59,216,0
Antigen,1920,1945,09NOV2019,5,54,203,0
Antigen,1920,1946,16NOV2019,5,43,154,0
Antigen,1920,1947,23NOV2019,5,105,323,0
Antigen,1920,1948,30NOV2019,5,197,477,1
Antigen,1920,1949,07DEC2019,5,195,462,1
Antigen,1920,1950,14DEC2019,5,101,280,0
Antigen,1920,1951,21DEC2019,5,170,504,0
Antigen,1920,1952,28DEC2019,5,156,476,0
Antigen,1920,2001,04JAN2020,5,146,485,0
Antigen,1920,2002,11JAN2020,5,71,250,0
Antigen,1920,2003,18JAN2020,5,61,336,0
Antigen,1920,2004,25JAN2020,5,54,315,0
Antigen,1920,2005,01FEB2020,5,33,312,0
Antigen,1920,2006,08FEB2020,5,29,223,0
Antigen,1920,2007,15FEB2020,5,23,260,0
Antigen,1920,2008,22FEB2020,5,24,291,0
Antigen,1920,2009,29FEB2020,5,12,155,0
Antigen,1920,2010,07MAR2020,5,11,172,0
Antigen,1920,2011,14MAR2020,5,16,251,0
Antigen,1920,2012,21MAR2020,5,10,194,0
Antigen,1920,2013,28MAR2020,5,8,111,0
Antigen,1920,2014,04APR2020,5,4,78,0
Antigen,1920,2015,11APR2020,5,0,62,0
Antigen,1920,2016,18APR2020,5,2,56,0
Antigen,1920,2017,25APR2020,5,1,50,0
Antigen,1920,2018,02MAY2020,5,0,26,0
Antigen,1920,2019,09MAY2020,5,1,25,0
Antigen,1920,2020,16MAY2020,5,0,43,0
Antigen,1920,2021,23MAY2020,5,0,21,0
Antigen,1920,2022,30MAY2020,5,0,19,0
Antigen,1920,2023,06JUN2020,5,0,21,0
Antigen,1920,2024,13JUN2020,5,0,18,0
Antigen,1920,2025,20JUN2020,5,0,14,0
Antigen,1920,2026,27JUN2020,5,0,16,0
Antigen,1920,1927,06JUL2019,6,3,51,0
Antigen,1920,1928,13JUL2019,6,5,41,0
Antigen,1920,1929,20JUL2019,6,3,50,0
Antigen,1920,1930,27JUL2019,6,1,33,0
Antigen,1920,1931,03AUG2019,6,3,63,0
Antigen,1920,1932,10AUG2019,6,5,45,0
Antigen,1920,1933,17AUG2019,6,5,61,0
Antigen,1920,1934,24AUG2019,6,8,69,0
Antigen,1920,1935,31AUG2019,6,2,104,0
Antigen,1920,1936,07SEP2019,6,4,114,0
Antigen,1920,1937,14SEP2019,6,7,139,0
Antigen,1920,1938,21SEP2019,6,12,145,0
Antigen,1920,1939,28SEP2019,6,21,153,0
Antigen,1920,1940,05OCT2019,6,27,189,0
Antigen,1920,1941,12OCT2019,6,39,232,0
Antigen,1920,1942,19OCT2019,6,59,236,0
Antigen,1920,1943,26OCT2019,6,97,362,0
Antigen,1920,1944,02NOV2019,6,114,409,0
Antigen,1920,1945,09NOV2019,6,137,530,0
Antigen,1920,1946,16NOV2019,6,238,751,0
Antigen,1920,1947,23NOV2019,6,266,787,0
Antigen,1920,1948,30NOV2019,6,293,872,1
Antigen,1920,1949,07DEC2019,6,243,648,0
Antigen,1920,1950,14DEC2019,6,196,709,0
Antigen,1920,1951,21DEC2019,6,164,706,0
Antigen,1920,1952,28DEC2019,6,165,791,0
Antigen,1920,2001,04JAN2020,6,137,681,0
Antigen,1920,2002,11JAN2020,6,61,449,0
Antigen,1920,2003,18JAN2020,6,83,458,0
Antigen,1920,2004,25JAN2020,6,50,521,0
Antigen,1920,2005,01FEB2020,6,32,471,0
Antigen,1920,2006,08FEB2020,6,46,458,0
Antigen,1920,2007,15FEB2020,6,21,428,0
Antigen,1920,2008,22FEB2020,6,23,387,0
Antigen,1920,2009,29FEB2020,6,21,289,0
Antigen,1920,2010,07MAR2020,6,22,355,0
Antigen,1920,2011,14MAR2020,6,21,321,0
Antigen,1920,2012,21MAR2020,6,19,278,0
Antigen,1920,2013,28MAR2020,6,10,141,0
Antigen,1920,2014,04APR2020,6,7,83,0
Antigen,1920,2015,11APR2020,6,4,65,0
Antigen,1920,2016,18APR2020,6,3,50,0
Antigen,1920,2017,25APR2020,6,3,45,0
Antigen,1920,2018,02MAY2020,6,2,29,0
Antigen,1920,2019,09MAY2020,6,0,42,0
Antigen,1920,2020,16MAY2020,6,0,28,0
Antigen,1920,2021,23MAY2020,6,1,24,0
Antigen,1920,2022,30MAY2020,6,1,17,0
Antigen,1920,2023,06JUN2020,6,1,18,0
Antigen,1920,2024,13JUN2020,6,4,23,0
Antigen,1920,2025,20JUN2020,6,6,37,0
Antigen,1920,2026,27JUN2020,6,2,32,0
Antigen,1920,1927,06JUL2019,7,0,2,0
Antigen,1920,1928,13JUL2019,7,0,2,0
Antigen,1920,1929,20JUL2019,7,0,4,0
Antigen,1920,1930,27JUL2019,7,0,5,0
Antigen,1920,1931,03AUG2019,7,0,3,0
Antigen,1920,1932,10AUG2019,7,0,5,0
Antigen,1920,1933,17AUG2019,7,0,4,0
Antigen,1920,1934,24AUG2019,7,0,3,0
Antigen,1920,1935,31AUG2019,7,0,8,0
Antigen,1920,1936,07SEP2019,7,0,9,0
Antigen,1920,1937,14SEP2019,7,0,10,0
Antigen,1920,1938,21SEP2019,7,0,7,0
Antigen,1920,1939,28SEP2019,7,0,10,0
Antigen,1920,1940,05OCT2019,7,2,17,0
Antigen,1920,1941,12OCT2019,7,0,14,0
Antigen,1920,1942,19OCT2019,7,0,19,0
Antigen,1920,1943,26OCT2019,7,1,19,0
Antigen,1920,1944,02NOV2019,7,0,21,0
Antigen,1920,1945,09NOV2019,7,4,28,0
Antigen,1920,1946,16NOV2019,7,8,38,0
Antigen,1920,1947,23NOV2019,7,11,37,0
Antigen,1920,1948,30NOV2019,7,10,42,0
Antigen,1920,1949,07DEC2019,7,20,60,0
Antigen,1920,1950,14DEC2019,7,19,58,0
Antigen,1920,1951,21DEC2019,7,31,76,0
Antigen,1920,1952,28DEC2019,7,38,98,1
Antigen,1920,2001,04JAN2020,7,28,102,0
Antigen,1920,2002,11JAN2020,7,24,63,0
Antigen,1920,2003,18JAN2020,7,18,54,0
Antigen,1920,2004,25JAN2020,7,10,46,0
Antigen,1920,2005,01FEB2020,7,10,41,0
Antigen,1920,2006,08FEB2020,7,10,47,0
Antigen,1920,2007,15FEB2020,7,15,58,0
Antigen,1920,2008,22FEB2020,7,5,40,0
Antigen,1920,2009,29FEB2020,7,9,41,0
Antigen,1920,2010,07MAR2020,7,2,26,0
Antigen,1920,2011,14MAR2020,7,6,54,0
Antigen,1920,2012,21MAR2020,7,4,85,0
Antigen,1920,2013,28MAR2020,7,2,58,0
Antigen,1920,2014,04APR2020,7,1,50,0
Antigen,1920,2015,11APR2020,7,1,34,0
Antigen,1920,2016,18APR2020,7,0,2,0
Antigen,1920,2017,25APR2020,7,0,3,0
Antigen,1920,2018,02MAY2020,7,0,4,0
Antigen,1920,2019,09MAY2020,7,0,1,0
Antigen,1920,2020,16MAY2020,7,0,5,0
Antigen,1920,2021,23MAY2020,7,0,2,0
Antigen,1920,2022,30MAY2020,7,0,3,0
Antigen,1920,2023,06JUN2020,7,0,1,0
Antigen,1920,2024,13JUN2020,7,0,0,0
Antigen,1920,2025,20JUN2020,7,0,0,0
Antigen,1920,2026,27JUN2020,7,0,1,0
Antigen,1920,1927,06JUL2019,9,14,163,0
Antigen,1920,1928,13JUL2019,9,4,132,0
Antigen,1920,1929,20JUL2019,9,10,91,0
Antigen,1920,1930,27JUL2019,9,7,142,0
Antigen,1920,1931,03AUG2019,9,5,113,0
Antigen,1920,1932,10AUG2019,9,1,110,0
Antigen,1920,1933,17AUG2019,9,8,96,0
Antigen,1920,1934,24AUG2019,9,14,143,0
Antigen,1920,1935,31AUG2019,9,14,150,0
Antigen,1920,1936,07SEP2019,9,14,177,0
Antigen,1920,1937,14SEP2019,9,11,178,0
Antigen,1920,1938,21SEP2019,9,4,159,0
Antigen,1920,1939,28SEP2019,9,15,179,0
Antigen,1920,1940,05OCT2019,9,24,179,0
Antigen,1920,1941,12OCT2019,9,23,224,0
Antigen,1920,1942,19OCT2019,9,16,166,0
Antigen,1920,1943,26OCT2019,9,24,187,0
Antigen,1920,1944,02NOV2019,9,25,189,0
Antigen,1920,1945,09NOV2019,9,20,226,0
Antigen,1920,1946,16NOV2019,9,28,252,0
Antigen,1920,1947,23NOV2019,9,22,210,0
Antigen,1920,1948,30NOV2019,9,22,246,0
Antigen,1920,1949,07DEC2019,9,21,240,0
Antigen,1920,1950,14DEC2019,9,29,265,0
Antigen,1920,1951,21DEC2019,9,41,302,0
Antigen,1920,1952,28DEC2019,9,49,343,0
Antigen,1920,2001,04JAN2020,9,53,307,0
Antigen,1920,2002,11JAN2020,9,47,348,0
Antigen,1920,2003,18JAN2020,9,46,318,0
Antigen,1920,2004,25JAN2020,9,53,348,0
Antigen,1920,2005,01FEB2020,9,66,334,0
Antigen,1920,2006,08FEB2020,9,45,317,0
Antigen,1920,2007,15FEB2020,9,53,397,0
Antigen,1920,2008,22FEB2020,9,32,234,0
Antigen,1920,2009,29FEB2020,9,54,276,0
Antigen,1920,2010,07MAR2020,9,29,245,0
Antigen,1920,2011,14MAR2020,9,23,196,0
Antigen,1920,2012,21MAR2020,9,21,189,0
Antigen,1920,2013,28MAR2020,9,8,108,0
Antigen,1920,2014,04APR2020,9,4,94,0
Antigen,1920,2015,11APR2020,9,0,59,0
Antigen,1920,2016,18APR2020,9,0,64,0
Antigen,1920,2017,25APR2020,9,0,57,0
Antigen,1920,2018,02MAY2020,9,1,56,0
Antigen,1920,2019,09MAY2020,9,0,72,0
Antigen,1920,2020,16MAY2020,9,0,61,0
Antigen,1920,2021,23MAY2020,9,0,62,0
Antigen,1920,2022,30MAY2020,9,0,48,0
Antigen,1920,2023,06JUN2020,9,0,56,0
Antigen,1920,2024,13JUN2020,9,0,52,0
Antigen,1920,2025,20JUN2020,9,0,55,0
Antigen,1920,2026,27JUN2020,9,0,37,0
PCR,1011,1027,10JUL2010,1,0,2,0
PCR,1011,1028,17JUL2010,1,0,11,0
PCR,1011,1029,24JUL2010,1,0,5,0
PCR,1011,1030,31JUL2010,1,0,4,0
PCR,1011,1031,07AUG2010,1,0,9,0
PCR,1011,1032,14AUG2010,1,0,7,0
PCR,1011,1033,21AUG2010,1,0,11,0
PCR,1011,1034,28AUG2010,1,0,4,0
PCR,1011,1035,04SEP2010,1,0,9,0
PCR,1011,1036,11SEP2010,1,0,3,0
PCR,1011,1037,18SEP2010,1,0,14,0
PCR,1011,1038,25SEP2010,1,0,11,0
PCR,1011,1039,02OCT2010,1,0,14,0
PCR,1011,1040,09OCT2010,1,1,34,0
PCR,1011,1041,16OCT2010,1,0,27,0
PCR,1011,1042,23OCT2010,1,0,23,0
PCR,1011,1043,30OCT2010,1,0,18,0
PCR,1011,1044,06NOV2010,1,1,27,0
PCR,1011,1045,13NOV2010,1,1,21,0
PCR,1011,1046,20NOV2010,1,1,20,0
PCR,1011,1047,27NOV2010,1,1,26,0
PCR,1011,1048,04DEC2010,1,4,34,0
PCR,1011,1049,11DEC2010,1,4,39,0
PCR,1011,1050,18DEC2010,1,1,38,0
PCR,1011,1051,25DEC2010,1,3,33,0
PCR,1011,1052,01JAN2011,1,3,72,0
PCR,1011,1101,08JAN2011,1,5,86,0
PCR,1011,1102,15JAN2011,1,3,64,0
PCR,1011,1103,22JAN2011,1,6,76,0
PCR,1011,1104,29JAN2011,1,8,110,0
PCR,1011,1105,05FEB2011,1,13,94,0
PCR,1011,1106,12FEB2011,1,12,102,0
PCR,1011,1107,19FEB2011,1,6,125,0
PCR,1011,1108,26FEB2011,1,19,136,1
PCR,1011,1109,05MAR2011,1,14,120,0
PCR,1011,1110,12MAR2011,1,12,114,0
PCR,1011,1111,19MAR2011,1,7,108,0
PCR,1011,1112,26MAR2011,1,18,104,1
PCR,1011,1113,02APR2011,1,6,80,0
PCR,1011,1114,09APR2011,1,5,64,0
PCR,1011,1115,16APR2011,1,4,69,0
PCR,1011,1116,23APR2011,1,4,58,0
PCR,1011,1117,30APR2011,1,3,39,0
PCR,1011,1118,07MAY2011,1,3,46,0
PCR,1011,1119,14MAY2011,1,1,33,0
PCR,1011,1120,21MAY2011,1,0,12,0
PCR,1011,1121,28MAY2011,1,0,15,0
PCR,1011,1122,04JUN2011,1,0,6,0
PCR,1011,1123,11JUN2011,1,0,11,0
PCR,1011,1124,18JUN2011,1,0,3,0
PCR,1011,1125,25JUN2011,1,0,5,0
PCR,1011,1126,02JUL2011,1,0,7,0
PCR,1011,1027,10JUL2010,10,0,90,0
PCR,1011,1028,17JUL2010,10,0,120,0
PCR,1011,1029,24JUL2010,10,0,86,0
PCR,1011,1030,31JUL2010,10,0,89,0
PCR,1011,1031,07AUG2010,10,0,66,0
PCR,1011,1032,14AUG2010,10,0,76,0
PCR,1011,1033,21AUG2010,10,0,50,0
PCR,1011,1034,28AUG2010,10,0,52,0
PCR,1011,1035,04SEP2010,10,1,86,0
PCR,1011,1036,11SEP2010,10,1,75,0
PCR,1011,1037,18SEP2010,10,0,80,0
